Temperature,SsWT,SsWT,SsWT,I45A/S70A,I45A/S70A,I45A/S70A,SsWT,SsWT,SsWT,I45A/S70A,I45A/S70A,I45A/S70A,I45A,I45A,I45A,I45A/M73A,I45A/M73A,I45A/M73A,I45A,I45A,I45A,I45A/M73A,I45A/M73A,I45A/M73A,I45K,I45K,I45K,I45K/S70A,I45K/S70A,I45K/S70A,I45K,I45K,I45K,I45K/S70A,I45K/S70A,I45K/S70A,S70A,S70A,S70A,I45K/I107A,I45K/I107A,I45K/I107A,S70A,S70A,S70A,I45K/I107A,I45K/I107A,I45K/I107A,M73A,M73A,M73A,M73A/I107K,M73A/I107K,M73A/I107K,M73A,M73A,M73A,M73A/I107K,M73A/I107K,M73A/I107K,I107A,I107A,I107A,I45K/I107K,I45K/I107K,I45K/I107K,I107A,I107A,I107A,I45K/I107K,I45K/I107K,I45K/I107K,I107K,I107K,I107K,S70A/I107K,S70A/I107K,S70A/I107K,I107K,I107K,I107K,S70A/I107K,S70A/I107K,S70A/I107K,dye only,dye only,dye only,buffer ,buffer ,buffer ,dye only,dye only,dye only,buffer,buffer,buffer
46,15.73040791,23.57108524,32.08603821,91.26554031,80.56086389,83.550891,33.55761616,33.09767339,32.18859084,53.64891425,36.42660684,38.23807473,27.52017551,-14.94816049,10.30822049,-313.4730855,-295.5658844,-246.4167614,-2.213528866,-4.543821627,-0.019943425,-326.8698809,-316.2538711,-250.110949,76.4978499,61.37307628,58.60276457,89.66061968,113.1817406,94.75787507,2.570225563,16.27290796,-0.902203571,35.34752395,14.73569724,27.89330246,42.9530329,48.46793322,42.65570459,-411.6602357,-371.1861696,-348.3915975,29.12404899,8.072560536,3.786970898,-547.2631619,-524.9085728,-476.9739147,-466.6088694,-432.3722898,-397.0545045,-35.1366734,37.90097999,7.339473785,-562.4026361,-597.2720351,-538.0432134,-40.25127827,-57.33212676,19.56111492,-382.7477572,-436.8550723,-333.0529428,-256.3978762,-244.3134979,-247.6316033,-419.8191127,-335.8363062,-369.0177814,-220.6439681,-242.1651392,-217.1221916,-93.4958567,-99.97806837,-86.49927739,10.42240476,2.116980074,25.73637222,-88.98409387,-74.72037446,-76.33431219,29.21172818,-16.61010069,7.561301579,0.648655675,-1.976812775,0.297175442,1.396730853,1.475073734,1.536344689,0.347332452,1.209467145,1.188642667,2.073037345,1.330258359,0.74319376
46.5,15.32830687,23.99721438,30.13789018,95.24430585,84.48472387,86.10641135,33.32510693,34.93568255,32.92068637,57.48547972,40.55789123,38.48970483,29.44431264,-10.4919563,11.64148282,-279.1428537,-260.914979,-212.1360529,-2.924540842,-7.457413748,-3.091897389,-291.1503951,-280.3702858,-218.0631045,79.69800767,68.22306675,64.18724237,94.73984462,119.1206048,102.7057516,6.668161152,20.16514725,4.448117482,38.62002242,19.83737254,31.41067137,48.39644599,53.02190405,47.36789784,-432.1162568,-388.7404401,-363.7974345,32.04347648,13.54936805,10.00020586,-579.5599131,-549.7150459,-500.9749489,-448.4707046,-413.3013039,-380.0548515,-4.304822977,73.81962645,74.24176244,-548.8352416,-589.5013829,-529.6340597,8.985936863,-11.67166949,48.24132491,-316.5650484,-374.7938488,-267.6448197,-279.7092472,-267.9915706,-270.2751836,-360.4268308,-311.6788477,-319.6880667,-242.9366738,-259.1948826,-234.0594517,-110.6307173,-114.2660812,-99.65910708,9.677343212,1.36675484,26.7258105,-103.0513296,-92.07737784,-87.83532729,29.71963228,-15.78501281,9.427896137,0.811785623,-2.251816925,0.406448823,1.576797157,1.927450617,1.959279376,0.383526219,1.402222309,0.58404921,1.599054015,1.266529846,1.125717542
47,14.24335677,23.31435002,26.84407965,97.31803212,85.2133205,86.42023219,30.86503303,33.58773485,32.59580342,59.01798014,43.38485245,39.34254609,29.12072854,-7.432212506,11.53132418,-240.7176685,-222.4980788,-177.0253904,-5.23057073,-13.01267271,-7.225412651,-250.8161627,-239.9464836,-182.0897046,82.17953879,73.47782155,68.39320568,106.7398198,123.6650035,108.2717235,10.56612154,22.61536606,9.466641069,41.21578809,26.00671989,34.83331218,52.33355026,57.42637959,51.71567107,-445.9738516,-401.8983,-374.4990686,35.28256616,18.47410309,15.92289582,-602.5914538,-568.4657755,-518.3346186,-424.0985231,-387.0501458,-355.6544517,26.07951082,105.5190556,127.4089591,-527.8758906,-570.7935562,-512.5060368,57.50444114,26.26813802,78.59643164,-253.4664145,-310.6347646,-206.2943241,-303.2268562,-292.6176726,-291.757952,-295.9187881,-282.7785581,-267.044852,-268.0870745,-278.3801333,-252.8998924,-129.7568818,-130.1655343,-113.6471639,8.494257848,0.011425944,27.11750128,-121.0092403,-111.1103617,-103.0511472,29.16983331,-14.28938531,11.63531292,0.638568268,-2.254869486,0.075805167,1.614026693,1.845377436,1.937655966,0.811334759,1.167909712,0.431099129,1.682063083,1.245409814,1.596405636
47.5,11.17439386,21.87381779,24.24864026,99.04710595,86.28234404,85.80909828,28.61588295,30.74918815,32.41343154,60.27902637,44.72628605,39.33748532,27.15390616,-6.111929184,11.2557911,-198.6693261,-180.2708532,-139.7536807,-7.979226533,-17.61921363,-12.65693929,-207.5473337,-197.9530805,-142.7800058,85.02461054,77.2831206,71.7320573,119.3904649,126.3271249,112.7128065,15.79282782,27.1665027,15.1477117,43.41098717,31.25005058,40.0700066,55.54664936,61.82649496,55.77744844,-451.5795243,-409.3794023,-380.0235576,39.08956371,22.92691086,21.4691989,-613.5328448,-578.4760645,-527.3357965,-391.6751171,-353.369771,-325.5186404,54.26158299,130.7059301,170.2331153,-499.1362238,-539.1112206,-484.4943882,106.8582364,60.04450317,110.2413938,-193.4387715,-246.5274013,-146.7540558,-324.9077254,-315.5712994,-310.9244586,-229.0898963,-250.2966018,-209.4789264,-293.8010195,-295.5422453,-272.0335686,-150.4473068,-148.0546128,-127.8874788,6.954182006,-0.605201198,28.0475197,-140.5846495,-130.6101406,-121.1726867,28.71807397,-12.45322312,14.51204961,0.797649984,-2.174813224,-0.093750973,1.747461407,1.665966822,2.161404803,1.051428193,0.560939521,0.550227941,2.219552655,0.878328603,2.006151942
48,7.301333865,19.75004635,22.05760313,99.541499,87.03443824,84.73928888,24.65880113,26.80724185,31.71479774,61.71738662,45.39931962,39.45145293,22.45482939,-7.144187615,10.79221469,-157.455476,-140.1045609,-103.3553459,-12.3176653,-23.20656333,-18.6476055,-162.9239537,-153.5265789,-103.3993724,86.8394584,81.06934896,74.6504037,123.8882069,126.7009862,115.4838002,21.22473453,31.78443144,21.95254776,46.93260097,35.90329081,45.68687105,58.51374908,65.07739545,58.44358908,-449.2718451,-410.7559673,-381.0656116,41.55932236,27.50691342,27.52453685,-613.0882221,-580.0748183,-526.5577376,-352.6686996,-315.1885562,-289.5184257,81.80871268,148.69198,204.4385081,-464.6485362,-497.6058655,-445.9511064,152.9787545,90.8820151,137.8169798,-138.2893857,-184.0924241,-92.06653472,-345.4910249,-337.1740072,-328.997759,-167.379046,-219.0462301,-151.0638665,-319.2248998,-311.8376064,-293.8488985,-172.3658273,-168.586445,-143.3089067,5.317974102,-2.680806667,27.85695765,-161.5251373,-150.9453645,-143.3624723,27.27940588,-10.76264558,15.57528116,0.905297125,-1.931112173,-0.228472159,2.033978543,1.948884696,2.321153804,1.073910155,0.38183032,0.498640513,1.835627773,1.232702637,2.243100621
48.5,2.886420057,15.89147085,18.23254864,98.95120274,85.22460587,82.36963252,18.85043021,21.23306932,29.42779631,61.5339066,46.28436206,40.58056442,14.70070643,-10.27119978,9.184185877,-118.1244389,-102.7139297,-71.62188727,-20.2407963,-32.24639063,-26.15542285,-120.7042779,-109.0070559,-67.57780764,87.05029283,82.85436076,77.15969151,127.1531518,124.9678964,115.2495888,25.72587215,36.02979247,28.72173294,50.39072386,41.49371645,50.73830178,59.87739877,67.95646773,60.40241128,-440.0450413,-406.1586811,-377.1685215,42.18540547,31.97684668,32.98887001,-601.1806673,-570.3507326,-515.6984276,-310.1987047,-274.1555414,-248.6313263,108.140732,159.7630867,230.5003246,-424.9556701,-447.9593351,-400.6046039,191.136668,116.9760522,162.1476529,-86.76474222,-123.9692419,-44.52834778,-364.717486,-359.332168,-345.4754507,-113.4326957,-175.3034755,-94.46112735,-342.3075737,-329.8586321,-316.7677311,-196.1231703,-190.7130598,-160.5444108,3.249415644,-8.406108362,25.60104575,-185.1943942,-173.1862009,-167.928895,23.50081266,-9.036642365,14.10876325,0.339906546,-1.789743048,-0.662127331,2.096390886,2.203196792,1.955995885,0.982036308,0.33006187,0.518892628,1.655507285,1.680463446,2.644252399
49,-2.59976204,11.06962333,13.77081669,98.71758777,84.71194544,81.8420537,15.51334344,17.00408335,26.47101147,61.38246766,46.71124528,41.79507418,5.780160447,-14.68849677,5.719308548,-79.20498416,-64.57875359,-40.55395803,-29.19478923,-41.78022819,-34.80995692,-79.8371874,-67.20899904,-33.39924086,86.7043358,82.26003348,79.26448357,129.1577266,122.469422,114.3146014,30.18692862,42.15149961,35.72500071,52.45703556,47.11295831,55.75402292,60.69819983,70.9636758,62.67630473,-423.0888642,-394.2087659,-365.1340872,43.36844088,36.41308673,37.4158708,-577.0242412,-547.4669197,-495.665006,-264.3787206,-229.3720021,-205.7058867,132.9540081,169.799295,255.5399398,-378.2297582,-390.8912289,-347.6635625,225.4645042,141.6775628,186.8084636,-35.79713385,-66.5039083,0.237935567,-381.6939721,-379.297023,-358.9987376,-62.63182702,-116.544256,-37.26197243,-360.2866735,-346.2029954,-336.4062153,-222.1719623,-213.2821395,-178.5630627,0.644515458,-15.39900695,22.26092433,-209.4071079,-196.1274646,-191.5893951,18.67463832,-9.643636223,10.67237533,0.125982846,-1.692771198,-0.485526029,2.101535823,1.929467865,1.577124826,0.855904491,0.249349862,0.600665108,2.394173008,2.070211405,2.378330614
49.5,-9.026979505,5.544511209,9.551591629,98.37873302,85.64035533,83.89249239,12.25586767,14.58815711,22.40993295,62.96410444,46.72043294,42.22018636,-5.254755485,-21.64023373,0.510794367,-41.8834327,-28.75894663,-7.613253079,-38.11946559,-51.57654724,-44.60841402,-39.57679776,-29.45297973,-2.094737339,86.00116284,81.82517653,80.60520407,125.3912854,119.0592073,113.2366227,34.03650347,49.19973673,42.35358042,55.35585503,51.087605,59.50966016,61.51656538,72.05189493,63.84438917,-400.3422713,-375.251923,-347.5423281,43.92127531,39.95152797,41.46192239,-544.2647608,-516.367567,-469.3338027,-217.2646972,-184.4110184,-163.3034989,155.6628428,181.2372425,278.6937157,-327.2977472,-331.6302024,-290.0171102,256.9208705,166.9068043,206.9729048,11.08521293,-14.07396874,41.24856997,-399.3690452,-397.7091563,-372.0087076,-16.81209816,-61.9660824,15.19248916,-375.6137964,-360.7936056,-352.9520777,-251.0040569,-238.806994,-199.4578264,-4.077417638,-24.23757855,15.49548124,-234.7292308,-222.0786714,-216.6774087,11.74285174,-14.0409233,3.354074302,0.167994138,-1.374158422,-0.318275669,2.244450485,2.038701369,1.606616794,0.717408734,0.507834942,0.556788137,2.450586736,2.467235415,1.908848743
50,-16.0706236,-1.435230542,2.260272252,95.7095659,82.262721,83.84993273,4.458818191,10.43658804,15.20757796,62.44892653,46.56557489,43.15769538,-19.93527568,-31.74429862,-7.812493994,-10.818106,1.454684945,21.70444477,-51.52824527,-65.66589882,-57.98107008,-2.920721983,3.752635685,24.07778665,83.53853639,80.16476689,80.39799826,119.1204953,113.5828052,109.5723153,35.43780281,54.2640757,46.23262395,58.35366952,54.54349911,60.99243991,61.05759518,71.50174693,63.7150414,-374.6289865,-351.7897226,-326.0118328,42.10251169,41.7822728,44.04639541,-506.6622656,-478.2340544,-436.9125607,-172.3205512,-142.1863608,-122.1642193,174.6057511,192.5686281,295.7106519,-275.7214414,-274.8978985,-234.9600449,278.2927953,186.9864879,223.8526322,52.3570864,32.7299806,74.95370456,-418.2745775,-416.0889062,-384.720146,21.81161823,-12.81679874,58.88398693,-389.3996336,-376.330148,-368.2954295,-281.6724983,-266.7716773,-224.1170219,-10.99061944,-37.75916477,6.031815098,-263.0569108,-251.2556959,-243.6746148,-0.523112232,-18.87905632,-8.635901155,-0.212419963,-1.348731865,-0.693697601,1.979634102,2.241231111,1.515443389,0.610304269,0.432932349,0.477502183,1.934389687,2.42544841,1.979454807
50.5,-24.28112385,-9.412809904,-8.309983458,91.59784302,77.34240281,81.75623189,-3.135178923,4.254287588,6.640294384,59.54186612,45.74595947,43.80294031,-36.4943996,-44.16438804,-19.63074857,17.23460193,29.49259107,47.74971068,-68.82023302,-83.50587338,-74.87816846,27.31357048,31.51679609,47.28348193,79.21566791,75.65717992,78.75442198,114.3629722,107.7816453,104.6495012,34.79960534,57.91269848,47.60452073,59.47947406,58.25564291,61.83840928,59.21260288,70.53426572,63.30461885,-344.8754521,-322.4581555,-298.2113172,40.22521032,42.1284279,44.94094925,-462.9254575,-430.7406483,-397.6530715,-129.5612886,-101.8434968,-83.85422829,189.6682406,204.2456306,307.8445276,-224.6744628,-220.4444074,-183.2826912,293.8843799,201.4846465,240.6721588,90.2055928,73.51276446,104.8156632,-434.414182,-431.1989856,-394.9881156,57.28526704,33.846584,97.25393929,-399.2765505,-389.1373855,-379.9607668,-314.0019847,-295.9630006,-250.0664789,-21.46913697,-53.44987823,-4.930010175,-294.2596023,-281.7063928,-270.7011334,-16.82973369,-26.45245271,-22.22251181,-0.319754566,-1.810179843,-0.911873576,1.810183127,1.615126835,1.734344124,0.538732351,-0.298934421,0.388122176,2.749189086,2.111141825,2.163304904
51,-34.06925027,-17.92708919,-19.39884083,87.28191191,74.06035973,80.29129165,-11.09060087,-2.905797399,-2.613101943,56.701001,44.16913034,43.41430923,-54.33742609,-59.5851113,-35.05955466,44.56952929,56.47914722,74.47503045,-87.03443778,-102.5430533,-93.11010149,54.54932526,55.93726693,71.73474575,74.22941512,70.53674137,75.92836715,107.9976002,102.5833747,100.0923685,33.17518867,59.73264802,47.82694373,60.56519199,60.96253778,61.88196748,57.48684101,68.19267072,62.18473397,-309.6945481,-287.9011703,-265.2509097,39.49360478,41.54420958,45.43525468,-413.3777567,-377.6777971,-353.3051495,-87.7643026,-62.95617072,-47.6562659,201.7610293,217.4785251,316.4256735,-173.6310285,-166.7877779,-132.4728502,308.8411322,215.5302242,254.8807998,123.260177,107.6815882,132.8573364,-445.8941462,-439.6581069,-400.4020925,92.51075683,70.73500447,131.7763006,-406.8110067,-395.2071919,-385.6685217,-346.8347946,-325.4288296,-275.6670951,-36.07408984,-68.26598236,-18.61675825,-326.8250244,-312.9402884,-298.5046046,-34.54425553,-39.69028643,-37.31833684,-0.246867222,-2.078446557,-0.981352738,1.726037492,1.010651913,2.353989974,0.639447932,-0.916378282,0.226584719,3.036955432,2.026040124,2.179978126
51.5,-45.1394247,-27.72190775,-31.11388728,81.82344071,68.61979341,76.89457787,-23.21457791,-13.33068622,-14.56480726,52.4936324,41.74118708,42.03885703,-75.03524632,-78.88208744,-53.78573518,68.41271476,80.19039426,96.87890397,-107.9300284,-124.272658,-113.8636545,81.16583289,78.14144432,95.16357206,68.07004583,65.15941402,71.3786714,101.3927291,96.59142719,95.01399957,30.63158704,58.71124589,45.54709804,61.89814879,61.9997652,61.02213958,55.57641453,64.72964703,59.63361852,-270.790585,-250.7698428,-230.4864928,38.2125076,40.14999248,44.99983366,-360.732755,-325.7673634,-306.0563197,-48.43185068,-27.69647884,-13.41405419,212.459459,230.8336155,320.67126,-122.8265449,-113.9860392,-85.69248153,317.976275,227.5255439,263.9779353,150.4378096,136.9960316,156.8509332,-450.4680675,-440.8388616,-398.3725031,115.0516394,96.63378408,159.6779613,-411.1894303,-395.8471802,-384.635896,-378.391163,-353.8297385,-300.5422105,-53.91737845,-84.39264081,-35.20791991,-360.1038182,-344.2233539,-326.5045644,-54.55890061,-55.82185407,-56.43706647,-0.681318519,-2.002685433,-1.472686571,1.894309038,1.082605994,2.520540183,0.680758921,-1.222514345,0.407942448,1.937998459,1.598353762,2.6094527
52,-57.19051052,-38.76695335,-44.41817206,75.04750482,62.04643075,70.03749552,-36.00500613,-27.05383743,-28.79281849,45.82346911,37.70657715,39.31951713,-97.11870099,-100.5630154,-74.36353889,90.56255792,101.7745744,115.3548706,-132.5826211,-148.6915443,-137.0231966,105.6732855,99.13489977,117.203971,61.1619424,58.76666348,65.59353751,94.85700083,90.94023195,89.5012748,27.54370564,55.77346403,41.70622141,61.90542961,62.79427619,61.06518276,53.39687424,62.41706705,57.56354037,-229.7048322,-211.5664903,-193.5415587,36.39011804,38.6468686,43.42052637,-305.2050778,-273.1726662,-255.1235509,-11.72771091,4.371240666,18.45001925,222.988153,242.9957315,322.7368766,-73.0909781,-61.72452146,-43.93114809,324.2580618,236.164692,273.6509203,175.1856719,163.1320243,178.3975616,-444.3354591,-432.0553707,-387.0386401,125.3373703,121.638794,182.8663446,-406.8752132,-389.9955458,-376.7469195,-406.5027341,-378.9976952,-321.833653,-74.84406983,-102.2132722,-52.08463394,-391.920014,-372.9067577,-351.9240143,-76.97284712,-74.05403142,-77.51693328,-0.79931628,-1.942235915,-1.657877524,1.90953735,1.319278526,2.817268803,0.324907741,-1.911729812,0.831285275,1.304957071,1.408640309,3.282091347
52.5,-70.45852066,-50.72734714,-57.23140213,67.92011792,56.7016701,63.05299817,-48.45349777,-42.19125146,-43.92813353,39.17374836,32.64369559,34.56012076,-119.4447038,-124.6807155,-96.80676091,113.6528843,123.6483817,133.2970523,-158.1297441,-175.0122143,-160.4624722,127.1094188,119.3808073,138.1905292,53.77204789,52.04171677,60.04601956,88.88210142,87.17002438,85.50271241,24.36282005,51.77665429,37.93988199,61.69676554,63.18393998,61.65626488,51.54117371,60.61739751,56.07930839,-186.1207871,-171.5547636,-154.3991704,35.80137863,37.71765609,42.09256532,-247.9886633,-220.0173963,-202.9569773,22.99545689,34.73032245,48.1599415,233.8208466,255.2548559,324.7317128,-25.38039477,-10.44898568,-2.935623216,331.1197996,244.8871267,281.2464952,197.6278544,185.7190414,198.3268619,-426.7520725,-412.6970351,-366.5356693,135.3547312,145.8956434,205.6931979,-393.0649165,-376.3841809,-359.5074491,-430.4794653,-400.5153703,-337.7985702,-99.44658642,-119.7153995,-70.6998018,-419.9623265,-398.2499193,-374.4090695,-99.79931548,-96.96969004,-100.3866588,-0.335322534,-1.909060465,-1.118419101,2.102313676,1.420931997,3.237565459,0.12824132,-1.821480265,0.894135801,1.397481325,2.022752679,3.049739941
53,-85.34343038,-64.32428488,-70.19323648,60.41386812,50.50842928,56.35588227,-64.7921389,-59.00066225,-61.13293158,32.56111557,27.60661584,28.12988917,-143.3192551,-151.4234209,-121.5447006,134.9641631,144.4560334,150.8925094,-184.2788333,-203.3235618,-184.5477213,149.8685219,138.3759315,156.7314928,46.2092228,45.37857244,54.30151386,84.44027593,83.67186395,82.94853195,21.66752219,46.97154737,32.91679825,62.33247655,62.63381797,61.29353253,50.04840139,57.65447059,53.50098965,-142.0312738,-132.7364435,-116.7809299,35.25004939,36.97597274,40.74488246,-192.8989812,-169.6584251,-154.153224,54.88596918,62.84895536,75.52916343,245.7390792,266.8403296,326.7853936,19.96861565,39.51689525,37.6781586,335.7758828,253.8222591,286.3313078,215.8704185,205.0338429,214.5542019,-400.0782753,-384.9840695,-337.4345126,143.7011996,168.1851094,226.4099977,-371.7553971,-356.0819762,-333.0573972,-448.9067172,-416.9405748,-349.7677941,-125.7800464,-139.0257039,-92.43934568,-443.2635864,-421.1155632,-393.6687737,-124.6364023,-122.9918288,-127.3031222,0.050139268,-1.579662429,-0.830274993,2.446483834,1.903250256,2.71322371,0.26392368,-0.633062258,0.408097263,0.76311144,2.46780126,2.48079011
53.5,-101.3240425,-79.31202706,-84.77760488,51.63422007,43.2804974,48.02665396,-83.15334046,-77.32205906,-79.75513984,24.95253504,21.43634902,19.7589307,-168.4191681,-178.682932,-147.0425126,153.3291863,162.8648483,166.1859632,-212.5768228,-233.1277484,-210.9950089,172.8249968,157.0797272,173.367575,38.61505887,38.70530238,48.0902452,81.13549034,80.04518965,80.47065651,19.02295212,40.96158765,26.68212807,62.56764679,62.04130123,61.6492107,48.41773781,54.68088725,50.39089983,-99.95753882,-95.49219065,-80.73537089,34.22134524,35.85286443,38.70989798,-140.7314081,-123.3515663,-107.2384026,83.33241683,88.05772577,99.83044769,259.8541165,278.8990924,329.6920455,63.45436819,86.87009804,75.54711837,339.3525826,262.1222633,293.3054802,232.7351731,223.0580733,228.3558594,-366.1917348,-349.3392238,-300.8945775,146.6483242,189.4277954,243.6549359,-342.5007674,-328.5746054,-300.4453242,-460.5636286,-427.0931914,-357.0581632,-152.8153816,-161.7059057,-115.6075419,-460.7177037,-438.9594911,-406.8581346,-152.1579082,-149.802309,-157.1453725,0.44172291,-1.03941152,-0.285436271,2.490083147,2.495717104,2.155213974,0.228929764,-0.045212269,0.117579755,0.443394753,2.504380262,1.892513823
54,-118.757098,-95.36125625,-100.8543358,41.55886821,36.06388782,38.53193071,-102.6551528,-97.60957633,-99.18197158,16.43996789,14.24369263,9.884740179,-193.6295013,-206.3714812,-172.0617643,170.8998656,180.950251,183.5173853,-241.862359,-263.5319927,-238.4347736,190.6248191,174.2506119,187.7955859,30.65571444,31.70338997,42.67798588,78.38715123,78.18078553,78.09334004,15.14834415,33.76494847,20.48393182,62.8898472,62.1036521,63.07695337,46.06604201,51.85377692,48.10799421,-61.04012319,-60.18661753,-45.04323158,32.73836157,34.58115231,36.65810902,-91.0472048,-79.17281743,-62.36817684,109.0854656,110.9643241,121.3261375,273.5527037,288.678011,332.9325909,102.0802535,128.2752653,110.6720121,344.3496793,269.9520588,301.3173958,248.5797792,238.9567838,241.9334704,-326.0581977,-308.1977265,-261.2027009,164.7005319,208.9035054,260.0624382,-306.5930554,-294.9232757,-263.3541438,-464.3914536,-431.8973947,-358.6110159,-181.6077284,-186.7732931,-139.9738976,-472.2837386,-450.9152052,-414.6353969,-181.9672839,-179.2358941,-187.1353099,0.87780947,-0.991287088,0.267555686,2.228765662,2.700005388,2.43920243,0.19446362,-0.365000328,-0.121074737,1.464669929,2.826583813,1.441467347
54.5,-138.0566574,-112.9251258,-118.2961969,30.15249444,26.83117953,28.37367943,-126.5657884,-120.8014926,-120.6925811,6.669985625,7.240527769,0.109748015,-218.8986558,-234.4889164,-197.4551609,187.117215,198.1452567,200.3257611,-271.5170968,-295.7217417,-265.5466418,206.1800173,189.7282048,201.2068649,21.78172582,23.23311549,37.01551638,76.7659713,76.48738842,76.82679994,9.090910422,25.03792316,12.92763301,63.53969872,62.66159127,63.79771245,43.65849413,48.48087829,44.96967538,-24.95458732,-27.47033929,-11.9331624,30.7708197,32.70768116,34.4520341,-45.41370512,-36.71356631,-21.33594434,132.7061694,133.0249171,141.4103835,287.1303997,296.3107258,337.4555319,134.5116764,164.1373794,142.9894419,348.6135756,276.8868782,308.0821112,262.2289048,252.3113894,254.0869405,-279.590774,-263.6209583,-218.3788262,200.2972758,225.5183832,276.50357,-266.5560985,-257.188547,-222.180498,-460.0589007,-429.773901,-354.5561987,-211.3266589,-214.0735577,-166.8969758,-477.6164674,-456.4743984,-416.8703017,-214.0314603,-210.4698394,-218.7689956,1.013838656,-1.127635433,0.17272765,2.244406474,2.436351158,2.002173645,0.398767429,-0.139900123,-0.657290302,2.35616048,2.852996098,0.916550783
55,-159.846963,-132.5813385,-138.1668468,18.21774171,15.73190911,16.61127008,-152.5739809,-146.4922364,-143.9344361,-4.654986713,-1.361216092,-10.91714658,-243.4666734,-260.8099348,-222.7769704,202.2361367,212.5962629,214.549901,-301.1895986,-327.8332522,-292.827271,221.4722715,203.9751163,213.933014,12.4339379,14.08484097,29.53252988,75.41497242,74.45079838,75.30853128,0.793447534,14.18898559,3.604421114,63.69271946,62.73038811,64.51101602,41.02012303,44.16876666,40.9095755,8.736111261,3.994842292,17.55718486,28.02828812,29.72559161,31.09968562,-4.27707214,1.520746837,16.51074187,154.5861179,153.3530541,159.7687976,300.8902301,301.5062054,343.9213502,164.6902387,196.6707123,172.3392566,353.8989501,282.8523973,315.698227,274.628001,265.1011795,265.7418739,-229.321978,-214.748059,-171.2981781,233.0728911,240.984218,290.0083333,-222.7088072,-213.951973,-178.1654073,-446.9600291,-418.7953552,-344.5819851,-240.3828412,-243.6723771,-194.254181,-475.1333549,-453.3845553,-411.0738791,-248.2396325,-243.1367965,-252.2615293,0.817392387,-0.753600459,-0.054916146,2.171184527,2.52992463,1.292106169,0.521253461,-0.058978642,-0.828886762,2.579085736,2.61108779,0.939077787
55.5,-183.4269423,-154.0879232,-160.2504009,4.947388727,2.960504421,2.81377276,-179.5483119,-174.4720205,-168.8036187,-18.3423582,-12.5462209,-24.45049944,-266.0920954,-284.9934474,-245.9111534,216.3387363,225.3216591,227.9771828,-329.4894477,-356.3440979,-318.314335,236.0711056,217.8610521,226.0618715,2.071929246,4.139676714,20.93539672,73.2373822,72.53616114,72.88662959,-10.76511018,0.969408074,-6.963452191,63.33148834,62.29365162,65.37201531,37.08542287,39.85243397,37.96350591,39.46938026,32.9652365,45.37782877,24.44929466,25.63845445,26.86788606,33.11491707,35.53910961,50.88968001,173.5450545,170.4943861,175.6645947,312.5060725,305.7825566,351.1155741,192.3578752,224.4424155,198.4869785,360.5351498,287.6259342,323.3453573,286.1878474,277.1264912,278.4092502,-177.2727266,-163.082254,-123.3355914,263.0959352,255.7031492,301.2068373,-176.8790333,-167.1817288,-133.1512326,-425.1934551,-399.295313,-327.7575664,-269.88405,-273.9154253,-220.7287067,-464.3443241,-440.016689,-396.9641193,-284.1571401,-277.8476332,-286.7435926,0.503824891,-0.508165612,-0.053119599,1.958713538,2.771807258,1.765008856,0.479705987,-0.759305744,0.146772429,2.698398771,2.424421711,1.299409867
56,-205.6972301,-175.6032532,-182.8844379,-10.16706308,-12.87791521,-13.56491268,-209.0967599,-204.9808767,-196.371225,-33.61347604,-24.11273489,-38.0416861,-283.9487763,-304.6277462,-264.8354404,232.0856568,237.6280094,239.3661903,-355.4741078,-382.1749332,-340.7330956,250.1162302,231.1719733,238.8502843,-9.078883316,-6.794063313,11.80895409,71.61447793,70.60901228,70.87743786,-25.93063652,-14.36758395,-19.03037436,63.04135832,62.73605331,66.32615182,33.2170691,36.79715305,35.17214335,69.75379731,60.15548033,71.18352728,19.71294863,21.30048793,21.962978,70.0387648,68.92665884,84.14174574,192.1212493,188.303423,192.0989059,325.0626847,313.0599761,360.9466384,216.8719266,249.0090154,223.1350011,368.3013367,293.5651962,330.5794318,299.1895011,289.8330929,293.3458344,-117.8676436,-109.1866926,-73.55735704,296.6681245,270.0354477,313.2398542,-127.6427837,-119.1201755,-84.26690644,-391.6470155,-369.6275091,-301.7965375,-298.0821677,-302.3814813,-245.1059171,-441.3875246,-413.8277454,-373.435792,-318.6456742,-311.3397849,-319.4213349,0.103358218,-0.588783213,-0.281386304,2.01628628,2.298322014,2.010147781,0.625428598,-0.788982592,0.865025775,2.988568661,2.251563873,1.794059455
